MNO,Code,Latitude,Longitude
Orange,PVAR5041A,43.168408,-2.632861
Masmovil,1B5MA1918,36.749083,-4.41825
Vodafone,035368,41.535178,1.869808
Vodafone,78661,41.509606,2.037536
Vodafone,51632,42.268089,-1.262125
Orange,PVAR9117A,42.880347,-2.321794
Telefonica,0100091,42.505275,-2.444772
Telefonica,1800456,37.152444,-3.598472
Vodafone,29307,41.650769,-0.860186
Orange,GALR7332C,42.473583,-7.502528
Masmovil,1B1AB4740,38.869031,-1.097367
Vodafone,001023,38.534825,-0.159011
Telefonica,3900202,43.474294,-3.712725
Telefonica,2900840,36.719722,-4.424667
Vodafone,94881,39.486944,-1.355167
Vodafone,190439,38.54335,-0.118147
Orange,CYLR0039C,42.6005,-5.573361
Masmovil,1B1AB4634,38.992556,-1.861236
Orange,CYLR2718A,41.771431,-5.042381
Orange,GALR9951A,42.321647,-7.81
Telefonica,1800307,37.813747,-2.551233
Vodafone,31867,41.166261,0.905492
Orange,ANDR7978A,38.019778,-3.724303
Telefonica,3900210,43.380406,-4.439906
Vodafone,80383,41.322108,2.0097
Vodafone,074852,37.364983,-5.972186
Vodafone,066103,38.353047,-0.501067
Vodafone,056998,40.458194,-3.661828
Telefonica,2000157,43.102442,-2.099375
Telefonica,4600537,39.463997,-0.401322
Vodafone,116599,39.542692,-0.401125
Orange,CATR5647A,41.609525,0.670975
Vodafone,070205,38.544367,-0.100947
Orange,RIOR5117A,42.425861,-2.4155
Vodafone,51048,40.458817,-3.729306
Orange,MURR0621D,38.269403,-1.42375
Vodafone,84879,43.369122,-5.991303
Orange,CYLR9379A,41.111669,-4.640506
Orange,CLMR1725A,39.995628,-3.76575
Vodafone,49326,40.464928,-3.725761
Telefonica,0300450,38.083342,-0.649064
Vodafone,066037,37.984828,-0.686019
Telefonica,2805882,40.473508,-3.674842
Vodafone,89179,41.516228,-1.289314
Telefonica,4700506,41.69145,-4.678736
Vodafone,143968,41.887786,2.656778
Vodafone,013544,37.232833,-3.626417
Telefonica,4601188,38.910431,-0.101233
Masmovil,1B4A4173,37.989753,-0.686731
Vodafone,000809,41.070822,1.147172
Telefonica,1500236,42.852153,-8.530494
Vodafone,522,41.452633,-1.472058
Vodafone,111508,43.247758,-2.927547
Vodafone,079363,41.553872,2.179456
Orange,EXTR6315B,39.602603,-6.472611
Telefonica,3800862,28.652914,-17.916061
Vodafone,018345,41.611656,2.649969
Orange,MADR0424A,40.388581,-3.732267
Vodafone,194952,40.04005,-4.349156
Orange,VALR0189V,39.519336,-0.455981
Vodafone,56605,40.066947,-0.2284
Vodafone,018374,36.736603,-4.364858
Masmovil,1B4A4438,38.433078,-0.636939
Telefonica,2200364,41.754156,-0.291581
Orange,ANDR2093D,37.204289,-5.814744
Orange,ASTR0029A,43.497694,-5.703875
Orange,ANDR4309B,36.679681,-6.129697
Orange,CLMR2310A,40.113583,-3.694142
Telefonica,2800942,40.456561,-3.617511
Orange,NAVR5319A,42.590517,-2.017447
Telefonica,3301344,43.350956,-7.1085
Vodafone,197350,36.876167,-2.442878
Telefonica,2900188,36.761206,-4.24025
Vodafone,70607,39.716564,-4.239286
Masmovil,1B4A4403,38.327358,-0.765492
Vodafone,65946,39.459194,-0.364875
Vodafone,000163,40.463433,-3.613764
Orange,BALR0404A,39.888381,4.267742
Vodafone,192581,42.610278,-8.770333
Vodafone,52698,41.375328,2.128678
Vodafone,080431,37.394667,-5.938186
Vodafone,116687,37.200286,-4.221425
Orange,EXTR0098A,38.834172,-7.020661
Vodafone,090167,37.685644,-1.680572
Masmovil,1B5MA2432,36.718544,-4.292597
Telefonica,1000554,39.633078,-7.406408
Telefonica,3503013,28.876039,-13.834425
Orange,MADR7751A,40.3247,-3.869453
Vodafone,147743,38.836842,-6.362383
Orange,CYLR9246A,40.942597,-4.128564
Orange,CLMR8214A,40.072917,-2.136181
Vodafone,195472,28.37775,-16.566306
Orange,CYLR8651A,40.469083,-4.642028
Orange,CATR8312A,41.089111,1.131864
Vodafone,79512,42.620561,-5.690461
Orange,ANDR9489A,37.781156,-6.767853
Orange,ANDR9312A,37.187222,-1.91525
Telefonica,4100177,37.439342,-6.035419
Orange,ASTR1552A,43.389403,-7.049014
Vodafone,143915,37.451781,-7.109947
Orange,VALR9687V,40.268014,-0.018892
Telefonica,3600062,42.43075,-8.645722
Vodafone,058174,39.909961,-4.682117
Vodafone,074943,43.177303,-2.643628
Orange,ANDR4419A,36.937628,-5.266622
Telefonica,4600433,39.317156,-0.44535
Orange,CATR4002N,41.483106,1.98645
Orange,MADR6367A210,40.420422,-3.708564
Orange,VALR0026F,39.477861,-0.372717
Telefonica,1100981,36.179978,-5.3806
Vodafone,139698,36.831139,-2.431533
Masmovil,1B4A3507,38.345306,-0.479389
Orange,VALR1070V,39.404356,-0.408656
Masmovil,1B1M0667,40.379547,-3.622244
Telefonica,1101501,36.347222,-6.149333
Orange,CATR7052A,41.846342,2.240442
Vodafone,174775,36.723503,-4.443394
Vodafone,065912,28.689556,-17.775219
Telefonica,3501471,28.131339,-15.434333
Orange,ARAR0024Z,41.635667,-0.879806
Orange,VALR1050A,39.437339,-0.489464
Orange,PVAR1813A,43.299056,-2.9933
Masmovil,1B2B2125,41.562789,2.034064
Vodafone,81124,42.767897,-9.092633
Vodafone,189770,42.438917,-8.869944
Orange,CLMR5360A,38.942992,-3.224044
Telefonica,2805926,40.434806,-3.712003
Orange,CATR0926A,41.361672,2.118789
Telefonica,4603399,39.478306,-0.334142
Vodafone,I115138,42.809278,-4.941028
Vodafone,189673,28.738242,-13.868492
Masmovil,1B4IB0584,38.892492,1.409925
Telefonica,3800265,28.365306,-16.501833
Vodafone,152138,40.644881,-4.686631
Vodafone,138302,37.649256,-0.924347
Vodafone,00711,42.088944,1.827442
Telefonica,0800164,41.692044,2.493658
Telefonica,2800337,40.205783,-4.084919
Vodafone,114223,37.379236,-6.006947
Vodafone,084280,38.769806,-3.377178
Orange,ANDR3257B,36.662722,-4.459394
Vodafone,101957,41.792172,1.312181
Orange,VALR9647V,40.601094,-0.096478
Masmovil,1B8TF3702,28.015392,-16.652056
Masmovil,1B4MU1146,38.180783,-1.123975
Vodafone,176461,41.6381,-0.935481
Vodafone,199344,37.693475,-1.661928
Orange,ANDR4207A,36.607767,-6.233353
Vodafone,010831,43.541333,-6.532292
Vodafone,11517,38.382306,-4.840797
Telefonica,2400094,42.566444,-6.648389
Vodafone,189863,39.484633,-6.394742
Vodafone,099977,42.267028,-5.104156
Orange,ANDR7022A,37.848964,-4.793881
Orange,ASTR1473A,43.187569,-5.923361
Masmovil,1B5SE0056,37.390194,-5.968017
Telefonica,2802678,40.162339,-3.369631
Telefonica,3001267,37.626347,-1.033817
Telefonica,2811161,40.380992,-3.728142
Telefonica,1600172,40.005581,-2.059414
Vodafone,063392,41.355742,2.141719
Vodafone,067051,28.699242,-13.893811
Vodafone,196063,41.796103,1.951947
Orange,NAVR0134A,42.796675,-1.637108
Telefonica,0802649,41.507025,2.393756
Telefonica,0802945,41.45725,2.221694
Orange,CLMR9727A,40.912228,-3.11725
Orange,VALR1976A,39.548086,-0.455964
Vodafone,058018,42.362,-3.621361
Vodafone,190084,36.806436,-2.597056
Vodafone,073919,38.743089,-0.43975
Telefonica,2700789,42.444833,-7.668611
Telefonica,2900264,36.741789,-4.447975
Vodafone,194467,42.627472,-5.563889
Telefonica,0801637,41.349575,1.703347
Orange,BALR0056A,39.527494,2.552508
Telefonica,3601030,42.211306,-8.744639
Vodafone,42757,36.811717,-2.148286
Telefonica,1700460,42.457369,1.977025
Vodafone,078699,40.435028,-3.670311
Vodafone,104499,40.104961,-5.729061
Telefonica,4101730,37.694,-6.361111
Orange,CLMR1705A,39.8815,-4.033861
Orange,BALR0219A,39.574758,2.420639
Orange,CATR7100A,41.819611,2.1985
Vodafone,190702,38.985914,1.536511
Orange,VALR1763V,39.098456,-0.625117
Telefonica,3800650,28.409583,-16.5445
Orange,CLMR5267A,38.773522,-3.233344
Orange,ANDR9668B,37.909542,-6.239292
Vodafone,03376,41.523975,0.351906
Vodafone,104486,43.247211,-5.564536
Orange,CATR5091A,42.370817,2.979042
Vodafone,013791,39.489303,2.480458
Vodafone,45262,41.580775,2.243597
Orange,ANDR1332A,37.947722,-6.154889
Vodafone,199675,40.966819,-5.083472
Telefonica,3800126,28.090211,-16.7355
Orange,CATR7188A,41.58485,2.575508
Telefonica,0900190,42.693203,-2.906933
Orange,CANR5688A,28.168139,-16.435056
Telefonica,0400296,36.856733,-2.119922
Masmovil,1B2B0028,41.381911,2.142803
Orange,GALR1534A,43.125894,-8.284697
Orange,ANDR8004A,37.773203,-3.785969
Vodafone,161748,39.545922,-5.511036
Vodafone,61321,41.643781,-0.882239
Telefonica,3600219,42.267528,-8.665611
Vodafone,110816,38.821269,-0.376203
Telefonica,3600042,42.140953,-8.809983
Orange,CATR5711A,41.699947,2.842983
Masmovil,1B5CA4961,36.585944,-6.268778
Orange,ANDR4124T,36.357703,-6.152014
Masmovil,1B1M0229,40.382133,-3.675586
Vodafone,193027,37.734061,-0.922256
Telefonica,2901719,36.934536,-4.334708
Telefonica,1800119,37.2297,-3.593953
Vodafone,87891,40.260111,-3.874553
Orange,ANDR0260D,37.363806,-5.961197
Orange,CLMR2296A,39.759222,-4.956472
Telefonica,1700037,41.78215,3.023542
Vodafone,02253,28.965111,-13.556522
Vodafone,50253,42.780261,-1.913967
Orange,ARAR5244A,41.718497,-1.026842
Vodafone,196940,37.289889,-4.878306
Vodafone,03298,40.386036,-3.73575
Orange,CTBR2901A,43.39095,-4.231086
Vodafone,001697,37.433578,-5.6852
Orange,CYLR2273AO,41.646775,-4.749333
Orange,CLMR1622A,39.958742,-4.929267
Orange,CATR8424A,40.803819,0.520292
Orange,GALR1016A,43.449444,-7.854083
Vodafone,141200,42.796483,-1.514375
Orange,GALR1021B,43.283417,-8.202556
Telefonica,2803952,40.599456,-3.6981
Orange,CANR5026A,28.028917,-15.466278
Masmovil,1B2B0041,41.425175,2.187181
Orange,ANDR6803B,37.843553,-4.9235
Vodafone,087147,41.677769,2.279892
Vodafone,80911,38.433681,-0.63785
Orange,CLMR7034A,38.993472,-1.864833
Vodafone,50246,42.674647,0.785139
Vodafone,30171,43.318006,-1.968789
Telefonica,3300407,43.372786,-5.848764
Masmovil,1B5BA6186,38.273086,-6.913111
Orange,CATR4655A,41.226181,1.724086
Telefonica,0802408,41.434022,2.221319
Orange,MADR6226A,40.508344,-3.645133
Vodafone,036736,41.435697,2.1804
Vodafone,41952,42.139083,-5.402861
Telefonica,4603465,39.446722,-0.391333
Vodafone,187209,40.342931,-3.750903
Orange,GALR6376K,42.216056,-8.754
Vodafone,82658,40.975403,-4.228472
Orange,ARAR7517A,41.521278,0.336611
Orange,MURR1202C,37.597536,-1.316033
Vodafone,20990,38.363814,-0.444864
Orange,ANDR0410I,37.297447,-6.304942
Telefonica,0600039,38.684003,-6.404442
Vodafone,146389,42.423583,-2.7185
Vodafone,205278,41.637978,-0.9033
Orange,CATR5942A,41.348183,2.077039
Orange,ARAR7639A,42.602958,0.519722
Vodafone,176850,40.4227,-3.827761
Orange,CYLR4301D,42.930806,-3.484556
Masmovil,1B2B0321,41.374997,2.140075
Telefonica,4500520,40.006153,-4.187511
Orange,NAVR0074A,42.049572,-1.858611
Orange,CATR4756A,41.847592,2.235761
Vodafone,144603,41.520856,-4.714153
Vodafone,76445,41.638919,-0.868239
Orange,CYLR0591A,42.237194,-5.66725
Telefonica,1100133,36.687333,-6.143333
Telefonica,3900347,43.463678,-3.8131
Orange,CATR5469A,41.415914,0.351683
Vodafone,088475,39.045444,-3.449
Orange,VALR5754A,38.277594,-0.750492
Orange,MADR6374A524,40.388733,-3.739839
Telefonica,3900150,43.462608,-3.80785
Orange,CANR5308A,28.604492,-13.836944
Orange,GALR6426D,41.953036,-8.809747
Orange,MADR1896A,40.267853,-3.741969
Orange,CTBR3701A,43.285283,-4.043994
Telefonica,0200018,38.474631,-2.467953
Orange,GALR5013A,42.391725,-8.839108
Vodafone,120025,36.315883,-5.885289
Orange,EXTR0432A,38.284033,-6.068311
Orange,CANR3020A,28.046114,-14.333003
Orange,ANDR5802A,37.006081,-3.994975
Telefonica,0500120,40.275306,-4.759053
Orange,VALR6260B,38.733825,-0.072053
Telefonica,4600255,39.581161,-0.324908
Orange,VALR9645V,39.867769,-0.522078
Vodafone,078923,40.095758,0.133667
Vodafone,143315,38.034117,-1.251172
Vodafone,091088,38.717917,-6.8265
Telefonica,3300064,43.387706,-6.070575
Orange,VALR9785V,40.175328,-0.036392
Telefonica,0801510,41.549681,2.025472
Vodafone,103017,39.98975,-3.599961
Orange,MURR0620C,38.2618,-1.647533
Vodafone,186914,40.476606,-3.66285
Vodafone,195822,36.745406,-5.160169
Orange,ANDR8329G,38.166583,-2.994786
Telefonica,0802374,41.491528,1.90345
Vodafone,084209,36.854836,-4.025358
Telefonica,2806648,40.450092,-3.650864
Vodafone,49149,42.312711,-0.428781
Telefonica,3300077,43.349636,-5.129725
Telefonica,2800132,40.787053,-4.007825
Telefonica,4800608,43.289606,-2.859492
Telefonica,2801487,40.382333,-3.648769
Vodafone,84029,37.185083,-1.96525
Telefonica,0701559,39.600069,2.616464
Vodafone,195798,36.498764,-4.801614
Orange,VALR6275A,38.768558,-0.110381
Vodafone,85625,38.110536,-0.721089
Vodafone,82851,37.224111,-3.776936
Vodafone,51997,39.199875,-1.421264
Vodafone,148344,38.644914,0.036947
Orange,CYLR4549A,42.316161,-3.706756
Vodafone,191677,36.742944,-3.598278
Vodafone,029638,43.311775,-1.995072
Orange,CATR0590A,41.451383,2.211097
Orange,ANDR2746B,36.482175,-4.989989
Telefonica,3502110,28.122028,-15.696667
Orange,EXTR0303A,39.204494,-7.174144
Orange,ARAR7667A,42.634083,0.216639
Vodafone,193316,41.758744,2.828958
Masmovil,1B5AL4208,36.695506,-2.789697
Orange,PVAR0442A,43.270806,-2.812889
Orange,CLMR1652A,39.863953,-3.959208
Telefonica,2100309,37.183264,-7.345506
Vodafone,84551,36.585389,-4.544606
Orange,CANR6903A,28.456972,-16.258861
Vodafone,142065,41.485253,2.152269
Telefonica,2806035,40.403506,-3.713497
Vodafone,194063,43.180111,-2.486025
Orange,EXTR0433A,39.035658,-5.706731
Telefonica,3800145,28.384144,-16.672431
Vodafone,157301,42.650897,-8.141961
Telefonica,1101168,36.729444,-6.430083
Orange,CATR2810A,41.392814,2.107956
Orange,MURR0341A,37.628222,-1.971206
Telefonica,1200046,39.801453,-0.132789
Telefonica,2802290,40.422989,-3.687903
Telefonica,0801318,41.372486,2.154961
Orange,PVAR5038A,43.129492,-2.5542
Masmovil,1B6PO0602,42.431336,-8.651919
Orange,ANDR9514F,37.262678,-6.917942
Orange,CATR4854A,41.634328,2.281364
Vodafone,133059,38.942569,-3.240806
Telefonica,1502409,42.913861,-8.968111
Vodafone,093201,41.38125,1.359556
Orange,CATR5218A,41.994069,3.01205
Vodafone,57199,42.8485,-1.685775
Vodafone,73176,37.353697,-5.976881
Orange,ANDR3060A,36.603078,-4.508956
Vodafone,096789,39.922233,-0.691333
Vodafone,070756,42.382872,-2.053028
Masmovil,1B4MU1207,37.613869,-0.993911
Orange,VALR5320A,39.471172,-0.488622
Vodafone,081864,39.59105,3.329317
Orange,CATR7059A,41.329781,1.685389
Telefonica,3000033,37.663581,-0.720603
Orange,VALR0816D,39.636283,-0.5858
Telefonica,2802555,40.317314,-3.762722
Orange,MADR1967A,40.505572,-3.889606
Telefonica,0802471,41.611656,2.649969
Orange,BALR0104B,39.773672,2.966281
Vodafone,142087,39.407011,-5.892006
Telefonica,3100227,42.633844,-2.101769
Orange,MADR0411C,40.494853,-3.694172
Vodafone,82494,28.069508,-16.560803
Telefonica,2800315,40.571819,-3.997164
Telefonica,0800487,41.399731,2.157622
Orange,ARAR5288A,41.426039,-1.377892
Telefonica,3000746,38.072333,-1.999667
Telefonica,1300334,38.968875,-4.039861
Orange,VALR5705A,38.262258,-0.708736
Orange,CATR7151A,41.989503,1.900883
Orange,PVAR5430A,43.3043,-1.976972
Masmovil,B4V_0008,39.474536,-0.391764
Orange,VALR1748V,39.148889,-0.328092
Telefonica,3500760,28.093136,-15.45125
Vodafone,90138,42.597861,-5.583611
Orange,CATR7361A,41.114239,1.199111
Vodafone,52305,39.574236,3.210128
Vodafone,080173,41.439064,2.171178
Orange,ANDR0407A,37.526564,-5.121789
Orange,ARAR5122A,41.890575,-1.711614
Orange,ANDR0049E,37.364983,-5.972186
Vodafone,81456,43.312658,-4.228431
Orange,GALR9465A,42.359319,-7.857097
Telefonica,1501765,43.272611,-8.408028
Vodafone,017935,42.413958,0.140153
Vodafone,088562,39.917447,-5.758658
Vodafone,53587,39.082083,-3.24225
Orange,NAVR5276A,42.9593,-1.396728
Telefonica,3000060,37.942292,-1.162381
Telefonica,2900189,36.806244,-4.212808
Orange,CTBR1042C,42.998469,-4.271325
Telefonica,4800453,43.168689,-2.616078
Vodafone,087016,41.78945,2.734144
Telefonica,3502820,27.994592,-15.438189
Orange,EXTR6200A,39.890556,-5.536611
Vodafone,73351,41.491469,2.090344
Vodafone,036120,41.357931,2.102467
Telefonica,1502132,42.857356,-8.533703
Telefonica,1400514,37.876231,-4.756819
Vodafone,074744,42.806131,-1.661089
Orange,GALR6086A,42.327028,-8.783403
Telefonica,1500222,43.018972,-8.542333
Vodafone,85865,37.159583,-1.945028
Masmovil,1B2B0211,41.428139,2.164425
Vodafone,190543,27.978758,-15.388636
Masmovil,1B7SA1130,40.902181,-5.205639
Telefonica,3000589,37.763586,-0.834147
Vodafone,018356,43.361383,-5.913758
Orange,ANDR5201A,36.358397,-5.934836
Orange,CYLR4564A,42.32605,-3.656014
Vodafone,96250,39.836208,-4.715486
Vodafone,77902,37.139378,-3.624922
Vodafone,024657,28.402289,-16.331042
Orange,ANDR8798A,37.205217,-1.815556
Vodafone,58072,40.21005,-5.087619
Masmovil,1B3BI0728,43.299581,-2.992967
Telefonica,3000704,38.006133,-1.096147
Vodafone,192736,37.858572,-4.877731
Orange,CYLR2314A,41.619311,-4.734914
Orange,MADR7553A,40.728889,-3.579575
Telefonica,2811098,40.393017,-3.688489
Orange,ANDR2871B,36.664553,-4.532506
Orange,ANDR2583B,36.738889,-4.419306
Orange,ANDR2553A,36.62255,-4.508156
Orange,VALR1936A,38.929486,-0.488458
Vodafone,077325,41.178436,1.497656
Vodafone,085800,40.417136,-4.201664
Orange,RIOR5126A,42.371633,-2.491492
Orange,CANR5272A,28.869886,-13.850178
Vodafone,059651,38.890017,-6.996997
Orange,VALR1462A,38.824692,-0.602489
Vodafone,198158,36.692367,-6.156047
Vodafone,00933,39.473506,-0.347467
Orange,ANDR9425A,37.242858,-7.312422
Vodafone,050138,29.148775,-13.471264
Orange,MADR1742A,40.560317,-3.514467
Vodafone,10022,43.270278,-5.5975
Vodafone,162331,42.3475,-5.155833
Telefonica,4801100,43.282358,-2.984614
Vodafone,081330,37.834089,-5.24585
Vodafone,160592,41.644725,-0.856003
Orange,PVAR0049G,43.300167,-2.931358
Telefonica,4900100,41.255069,-5.579036
Telefonica,1200479,40.0475,0.062597
Orange,MADR0320I,40.412422,-3.710619
Vodafone,074579,39.120028,-0.439531
Telefonica,0301006,38.598506,-0.055253
Telefonica,3500040,28.058958,-15.460117
Orange,MADR0326A,40.411886,-3.698475
Telefonica,2700641,43.659861,-7.593444
Telefonica,2100664,37.277311,-6.728425
Telefonica,0700909,39.583464,2.638186
Vodafone,023528,37.208469,-7.206531
Vodafone,180390,41.0786,1.133583
Masmovil,1B7LE1332,42.446972,-6.016917
Orange,ANDR3273A,36.750883,-4.421842
Telefonica,0800085,41.936583,2.367694
Vodafone,00651,41.579403,2.226431
Telefonica,2600317,42.465214,-2.455242
Vodafone,077668,39.570111,-0.332903
Vodafone,79580,41.475269,2.047225
Vodafone,52758,42.907222,-8.514917
Vodafone,025883,42.235278,-8.720611
Orange,MURR0319A,37.679964,-1.710656
Vodafone,I083039,38.091186,-1.796697
Vodafone,150064,41.433522,1.788017
Vodafone,89212,41.474694,2.032106
Orange,EXTR0534F,38.992694,-6.2945
Vodafone,143504,39.387936,-0.709969
Telefonica,2801455,40.516422,-3.883125
Vodafone,72926,37.936186,-1.157992
Vodafone,161757,37.563353,-4.528436
Masmovil,1B4A4139,38.518489,-0.914347
Telefonica,4800026,43.194019,-3.054883
Telefonica,0302144,38.256722,-0.779542
Masmovil,1B5CA4870,36.675483,-5.454447
Vodafone,105999,43.258689,-4.668708
Orange,ASTR7202A,43.558344,-6.633789
Vodafone,001127,39.591914,2.596022
Vodafone,697,41.242333,1.855908
Orange,VALR6568A,38.787675,-0.518142
Telefonica,2800680,40.073622,-3.501625
Orange,MADR3927E,40.316417,-3.684325
Orange,MURR0171E,38.032167,-1.133306
Vodafone,079443,39.568664,-1.207894
Orange,CYLR8826A,40.502306,-4.998167
Telefonica,0800970,41.374083,2.108667
Vodafone,1833,37.587528,-4.639419
Telefonica,4900078,41.987028,-5.611067
Orange,CATR7208A,41.319697,1.615219
Vodafone,156173,43.241056,-7.5375
Orange,CATR7194A,42.054722,2.257186
Orange,VALR9640V,40.095631,0.13355
Masmovil,1B5CA5287,36.478097,-6.188264
Telefonica,2900779,36.672028,-4.4757
